City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Juneau,US,2022-10-06 07:00:06,58.3019,-134.4197,55.09,100,96,3.22
294,Egvekinot,RU,2022-10-06 07:04:27,66.3167,-179.1667,28.78,92,100,29.95
295,Rock Springs,US,2022-10-06 06:59:40,41.5875,-109.2029,52.9,41,2,2.24
296,Los Reyes,MX,2022-10-06 07:04:27,19.35,-98.9667,58.86,91,100,0.0
297,Fasa,IR,2022-10-06 07:04:28,28.9383,53.6482,83.05,11,0,11.18
298,Bilibino,RU,2022-10-06 07:04:28,68.0546,166.4372,24.35,97,100,4.47
299,Kirovskiy,RU,2022-10-06 07:04:29,45.0917,133.5136,46.81,37,20,6.76
300,Cairns,AU,2022-10-06 07:00:03,-16.9167,145.7667,87.06,76,75,11.5
301,Okhotsk,RU,2022-10-06 07:04:30,59.3833,143.3,32.0,48,100,11.83
302,Tuni,IN,2022-10-06 07:04:30,17.35,82.55,81.34,85,100,11.18
303,Fairbanks,US,2022-10-06 07:00:11,64.8378,-147.7164,37.09,85,50,3.47
304,Robertsport,LR,2022-10-06 07:04:31,6.7533,-11.3686,77.32,85,100,2.26
305,Great Yarmouth,GB,2022-10-06 07:03:15,52.6083,1.7305,48.45,80,0,16.31
306,Teyateyaneng,LS,2022-10-06 07:04:32,-29.1472,27.7489,75.02,32,100,11.48
307,Sobolevo,RU,2022-10-06 07:04:33,54.4299,31.8996,51.39,84,11,8.7
308,Pokhara,NP,2022-10-06 07:00:29,28.2333,83.9833,67.12,99,100,2.24
309,Ribeira Grande,PT,2022-10-06 07:04:34,38.5167,-28.7,72.0,88,20,9.22
310,Mackay,AU,2022-10-06 07:00:26,-21.15,149.2,74.68,76,27,14.67
311,Paka,MY,2022-10-06 07:04:34,4.6374,103.4368,85.33,68,100,8.5
312,Ahipara,NZ,2022-10-06 07:04:35,-35.1667,173.1667,52.21,59,5,16.62
313,Maltahohe,NA,2022-10-06 07:04:35,-24.8333,16.9833,76.55,7,0,3.74
314,Rio Gallegos,AR,2022-10-06 07:01:45,-51.6226,-69.2181,43.54,78,100,18.7
315,San Quintin,MX,2022-10-06 07:04:36,30.4833,-115.95,67.73,85,0,4.7
316,Bataipora,BR,2022-10-06 07:05:37,-22.2953,-53.2711,69.04,89,37,10.29
317,Adrar,MR,2022-10-06 07:05:38,20.5022,-10.0711,81.88,14,3,11.48
318,Beloit,US,2022-10-06 07:05:38,42.5084,-89.0318,58.12,84,100,0.0
319,Fuerte Olimpo,PY,2022-10-06 07:05:39,-21.0415,-57.8738,75.51,73,4,5.73
320,Palmer,US,2022-10-06 07:05:39,42.1584,-72.3287,58.44,96,100,8.05
321,Termiz,UZ,2022-10-06 07:05:39,37.2242,67.2783,68.09,17,0,2.3
322,Hobyo,SO,2022-10-06 07:05:40,5.3505,48.5268,82.38,68,15,17.38
323,Goderich,CA,2022-10-06 07:05:40,43.7501,-81.7165,58.91,66,98,8.05
324,Dingle,PH,2022-10-06 07:05:41,10.9995,122.6711,86.49,70,100,10.36
325,Ajdabiya,LY,2022-10-06 07:05:41,30.7554,20.2263,73.08,55,0,12.46
326,Alofi,NU,2022-10-06 07:05:41,-19.0595,-169.9187,76.73,82,58,17.6
327,Hunchun,CN,2022-10-06 07:05:42,42.8675,130.3581,52.11,34,100,3.36
328,Raga,SS,2022-10-06 07:05:42,8.4596,25.678,77.94,79,100,3.83
329,Labuan,MY,2022-10-06 07:05:43,5.2767,115.2417,83.44,75,16,10.69
330,Minas,UY,2022-10-06 07:05:43,-34.3759,-55.2377,53.44,92,100,14.07
331,Katsuura,JP,2022-10-06 07:05:44,35.1333,140.3,53.62,91,100,21.59
332,Chapais,CA,2022-10-06 07:05:44,49.7834,-74.8492,55.18,98,97,6.15
333,Yueyang,CN,2022-10-06 07:05:44,29.3333,113.0919,51.71,84,100,11.59
334,Bonavista,CA,2022-10-06 07:05:45,48.6499,-53.1147,52.47,72,100,6.15
335,Bairiki,KI,2022-10-06 07:05:45,1.3292,172.9752,82.4,78,20,10.36
336,Hell,NO,2022-10-06 07:05:46,63.4455,10.9033,48.11,71,75,4.61
337,Cranbrook,CA,2022-10-06 07:00:58,49.4999,-115.7688,51.22,58,7,2.35
338,Balikpapan,ID,2022-10-06 07:05:47,-1.2675,116.8289,83.39,79,20,4.61
339,San Vicente,AR,2022-10-06 07:05:47,-26.6167,-54.1333,62.76,99,100,3.56
340,Zyryanka,RU,2022-10-06 07:05:47,65.75,150.85,22.55,91,100,26.8
341,Zhigansk,RU,2022-10-06 07:05:48,66.7697,123.3711,25.9,71,29,27.29
342,Mitsamiouli,KM,2022-10-06 07:05:48,-11.3847,43.2844,77.43,70,4,3.15
343,Luganville,VU,2022-10-06 07:05:49,-15.5333,167.1667,78.06,86,99,9.33
344,Wajir,KE,2022-10-06 07:02:22,1.7471,40.0573,81.86,57,80,16.84
345,Elk River,US,2022-10-06 07:05:49,45.3038,-93.5672,61.12,87,100,7.0
346,Makariv,UA,2022-10-06 07:05:50,50.4641,29.8113,55.18,64,98,11.48
347,Touros,BR,2022-10-06 07:05:51,-5.1989,-35.4608,75.83,85,24,10.87
348,Mount Isa,AU,2022-10-06 07:05:51,-20.7333,139.5,94.77,24,75,8.05
349,Aljezur,PT,2022-10-06 07:05:52,37.3191,-8.8033,65.7,57,2,3.0
350,Erenhot,CN,2022-10-06 07:05:52,43.6475,111.9767,54.23,11,0,13.42
351,Kloulklubed,PW,2022-10-06 07:05:53,7.0419,134.2556,84.7,68,9,5.7
352,Vao,NC,2022-10-06 07:05:53,-22.6667,167.4833,71.08,64,100,16.22
353,Torbay,CA,2022-10-06 07:05:34,47.6666,-52.7314,49.75,92,100,5.01
354,Ambilobe,MG,2022-10-06 07:05:54,-13.2,49.05,91.74,30,5,12.41
355,Rongcheng,CN,2022-10-06 07:05:54,30.634,117.8517,56.46,95,100,3.76
356,Ternate,ID,2022-10-06 07:05:54,0.8,127.4,84.94,72,54,6.26
357,Hervey Bay,AU,2022-10-06 07:05:55,-25.2986,152.8535,72.01,67,46,7.0
358,Suez,EG,2022-10-06 07:05:55,29.9737,32.5263,78.04,62,1,11.99
359,Pangai,TO,2022-10-06 07:05:56,-19.8,-174.35,77.59,84,100,11.39
360,Leshukonskoye,RU,2022-10-06 07:05:56,64.8989,45.7622,45.3,94,100,5.35
361,Honningsvag,NO,2022-10-06 07:06:57,70.9821,25.9704,44.35,87,75,20.71
362,Dzaoudzi,YT,2022-10-06 07:06:58,-12.7887,45.2699,84.09,61,20,11.5
363,Kyenjojo,UG,2022-10-06 07:06:58,0.6328,30.6214,72.7,73,79,0.2
364,Nishihara,JP,2022-10-06 07:06:58,26.1842,127.7558,85.68,76,75,14.97
365,Atar,MR,2022-10-06 07:06:59,20.5169,-13.0499,84.2,18,9,12.3
366,Port Blair,IN,2022-10-06 07:06:59,11.6667,92.75,82.74,72,100,7.02
367,Kavieng,PG,2022-10-06 07:07:00,-2.5744,150.7967,83.71,74,100,12.55
368,Tiarei,PF,2022-10-06 07:07:00,-17.5333,-149.3333,78.82,74,76,24.72
369,Puerto Leguizamo,CO,2022-10-06 07:07:01,-0.1934,-74.7819,76.41,82,96,3.4
370,Ibra,OM,2022-10-06 07:07:01,22.6906,58.5334,92.34,25,0,2.8
371,Brigantine,US,2022-10-06 07:07:02,39.4101,-74.3646,59.0,95,40,8.05
372,Palembang,ID,2022-10-06 07:07:02,-2.9167,104.7458,87.89,66,40,5.75
373,Souillac,MU,2022-10-06 07:07:02,-20.5167,57.5167,77.38,69,75,14.97
374,Kuryk,KZ,2022-10-06 07:07:03,43.2,51.65,71.35,27,28,14.36
375,Paita,PE,2022-10-06 07:07:03,-5.0892,-81.1144,61.05,87,11,10.71
376,Ranau,MY,2022-10-06 07:07:04,5.9538,116.6641,81.45,74,94,2.39
377,Dhidhdhoo,MV,2022-10-06 07:07:04,6.8833,73.1,81.81,76,96,17.69
378,Hualmay,PE,2022-10-06 07:07:05,-11.0964,-77.6139,59.74,84,61,8.48
379,Shaoguan,CN,2022-10-06 07:07:05,24.8,113.5833,93.2,41,72,0.78
380,Gimli,CA,2022-10-06 07:07:06,50.6336,-96.9907,38.25,68,96,20.56
381,Piacabucu,BR,2022-10-06 07:07:06,-10.4056,-36.4344,73.71,92,91,6.6
382,Bubaque,GW,2022-10-06 07:07:07,11.2833,-15.8333,81.45,73,99,8.16
383,Passo De Camaragibe,BR,2022-10-06 07:07:07,-9.2368,-35.4901,72.95,97,79,1.88
384,Torrelavega,ES,2022-10-06 07:07:08,43.3494,-4.0479,63.81,89,100,5.55
385,Flin Flon,CA,2022-10-06 07:07:08,54.7682,-101.865,26.08,63,0,3.56
386,Listvyagi,RU,2022-10-06 07:07:09,53.6772,86.951,41.32,75,97,4.61
387,Smithers,CA,2022-10-06 07:07:09,54.7804,-127.1743,46.72,100,0,4.61
388,Jinchang,CN,2022-10-06 07:07:10,38.4953,102.1739,57.16,28,1,7.02
389,Sao Gabriel,BR,2022-10-06 07:07:10,-30.3364,-54.32,58.24,98,100,11.5
390,Miri,MY,2022-10-06 07:07:11,4.4148,114.0089,84.06,76,100,6.87
391,Namtsy,RU,2022-10-06 07:07:11,62.7161,129.6658,30.69,57,100,6.67
392,Mersing,MY,2022-10-06 07:07:11,2.4312,103.8405,85.19,68,83,6.96
393,Harper,LR,2022-10-06 07:07:12,4.375,-7.7169,75.38,89,99,1.88
394,Cayambe,EC,2022-10-06 07:07:12,0.05,-78.1333,45.66,95,82,0.34
395,Ushtobe,KZ,2022-10-06 07:07:13,45.2514,77.9838,69.19,20,0,17.02
396,Coahuayana,MX,2022-10-06 07:07:13,18.7333,-103.6833,75.61,92,100,3.2
397,Nago,JP,2022-10-06 07:04:20,26.5881,127.9761,86.45,66,18,8.1
398,Kuytun,RU,2022-10-06 07:07:14,54.3419,101.5036,36.9,66,100,7.16
399,Avera,US,2022-10-06 07:07:14,33.194,-82.5271,50.38,48,14,3.87
400,Katiola,CI,2022-10-06 07:07:15,8.1333,-5.1,70.34,96,30,2.64
401,Akyab,MM,2022-10-06 07:07:15,20.15,92.9,86.58,65,6,6.49
402,Havre-Saint-Pierre,CA,2022-10-06 07:07:16,50.2334,-63.5986,50.09,78,99,8.12
403,Vikulovo,RU,2022-10-06 07:07:16,56.8167,70.6107,55.74,32,100,7.49
404,Bambanglipuro,ID,2022-10-06 07:07:17,-7.95,110.2833,81.21,74,90,13.73
405,Orlik,RU,2022-10-06 07:07:17,52.5178,99.825,35.22,37,100,12.12
406,Rivera,UY,2022-10-06 07:07:17,-30.9053,-55.5508,57.81,98,100,4.63
407,Ola,RU,2022-10-06 07:07:18,59.5833,151.2833,28.63,55,66,5.39
408,Suhbaatar,MN,2022-10-06 07:07:18,50.2314,106.2078,45.75,33,100,4.9
409,Grand-Santi,GF,2022-10-06 07:08:19,4.25,-54.3833,70.18,98,11,2.42
410,Tongzi,CN,2022-10-06 07:08:19,28.7829,105.0877,58.82,87,100,7.74
411,Pemba,MZ,2022-10-06 07:08:20,-12.974,40.5178,76.69,72,0,3.04
412,Tres Arroyos,AR,2022-10-06 07:08:20,-38.3739,-60.2798,51.35,76,100,8.23
413,Poum,NC,2022-10-06 07:08:21,-20.2333,164.0167,74.34,67,100,13.0
414,Vila,PT,2022-10-06 07:08:21,42.0304,-8.1588,54.48,91,96,5.1
415,Mogadishu,SO,2022-10-06 07:08:22,2.0371,45.3438,80.33,77,19,14.88
416,Raton,US,2022-10-06 07:08:22,36.9034,-104.4391,47.05,94,0,4.61
417,Saint-Francois,FR,2022-10-06 07:08:23,46.4154,3.9054,55.67,100,100,3.44
418,Antalaha,MG,2022-10-06 07:08:23,-14.9003,50.2788,77.0,67,79,12.12
419,Susuman,RU,2022-10-06 07:08:24,62.7833,148.1667,17.82,88,100,3.24
420,Rocha,UY,2022-10-06 07:08:24,-34.4833,-54.3333,54.3,94,100,9.15
421,Helena,US,2022-10-06 07:08:24,46.5927,-112.0361,53.98,74,0,3.0
422,Jian,CN,2022-10-06 07:08:25,27.1172,114.9793,69.39,63,93,10.96
423,Yumen,CN,2022-10-06 07:08:25,40.2833,97.2,59.02,28,0,4.47
424,Arcachon,FR,2022-10-06 07:08:26,44.5875,-1.0519,60.85,100,100,4.61
425,Moree,AU,2022-10-06 07:08:27,-29.4667,149.85,70.65,59,79,11.52
426,Ostrovnoy,RU,2022-10-06 07:08:27,68.0531,39.5131,47.07,79,17,22.73
427,Narasannapeta,IN,2022-10-06 07:08:27,18.4167,84.05,83.14,79,100,9.95
428,Inirida,CO,2022-10-06 07:08:28,3.8653,-67.9239,73.51,98,100,0.74
429,Maniitsoq,GL,2022-10-06 07:08:28,65.4167,-52.9,32.22,72,100,11.54
430,Mangrol,IN,2022-10-06 07:08:29,21.1167,70.1167,86.04,60,32,11.95
431,Lavrentiya,RU,2022-10-06 07:08:29,65.5833,-171.0,41.68,85,100,36.22
432,Shingu,JP,2022-10-06 07:08:30,33.7333,135.9833,65.97,78,100,5.75
433,Saint-Augustin,CA,2022-10-06 07:08:30,51.226,-58.6502,51.22,81,99,7.18
434,Bam,IR,2022-10-06 07:08:31,29.106,58.357,84.78,10,0,19.91
435,Moravita,RO,2022-10-06 07:08:31,45.2558,21.2703,54.12,100,0,2.3
436,Havoysund,NO,2022-10-06 07:08:32,70.9963,24.6622,44.83,87,100,15.43
437,Guymon,US,2022-10-06 07:08:32,36.6828,-101.4816,55.4,88,0,0.0
438,San Enrique,PH,2022-10-06 07:08:32,10.4161,122.8504,85.39,75,100,10.58
439,Gatesville,US,2022-10-06 07:08:33,31.4352,-97.7439,68.29,49,0,4.83
440,Les Escoumins,CA,2022-10-06 07:08:33,48.1111,-69.0236,46.47,86,5,5.95
441,Caronport,CA,2022-10-06 07:08:34,50.4501,-105.8179,38.82,49,49,10.51
442,Lintgen,LU,2022-10-06 07:08:34,49.7158,6.1336,53.94,93,20,4.61
443,Fallon,US,2022-10-06 07:04:10,39.4735,-118.7774,68.09,23,0,2.17
444,Dalbandin,PK,2022-10-06 07:08:35,28.8947,64.4101,86.56,8,0,7.61
445,Waipawa,NZ,2022-10-06 07:08:35,-41.4122,175.5153,38.93,73,93,14.83
446,Hollins,US,2022-10-06 07:08:35,37.3413,-79.9431,54.45,87,0,3.44
447,Eureka,US,2022-10-06 07:08:36,40.8021,-124.1637,57.61,87,74,3.09
448,Solnechnyy,RU,2022-10-06 07:08:37,50.7214,136.6319,39.27,40,71,8.41
449,Kirakira,SB,2022-10-06 07:08:37,-10.4544,161.9205,79.83,82,100,6.22
450,Kununurra,AU,2022-10-06 07:04:15,-15.7667,128.7333,94.98,43,75,5.75
451,Botwood,CA,2022-10-06 07:05:41,49.1499,-55.3482,41.9,88,100,4.45
452,Naigarhi,IN,2022-10-06 07:08:38,24.7833,81.7833,86.31,61,93,6.44
453,Hastings,GB,2022-10-06 07:08:38,50.8552,0.5729,51.55,10,0,10.65
454,Simao,CN,2022-10-06 07:09:39,22.7886,100.9748,77.83,62,52,3.49
455,Monterey,US,2022-10-06 07:06:03,36.2505,-121.2516,64.06,47,0,3.31
456,Le Port,RE,2022-10-06 07:09:39,-20.9373,55.2919,78.8,58,30,4.03
457,Puerto Escondido,MX,2022-10-06 07:09:40,15.85,-97.0667,77.58,84,34,4.97
458,Nuristan,AF,2022-10-06 07:09:40,35.3,70.8333,45.45,31,15,10.83
459,Anda,CN,2022-10-06 07:05:24,46.4,125.3167,49.03,22,6,11.23
460,Alta Floresta,BR,2022-10-06 07:09:41,-9.8756,-56.0861,70.99,82,55,2.19
461,Saint Anthony,US,2022-10-06 07:09:41,45.0205,-93.218,60.53,89,75,8.05
462,Alice Springs,AU,2022-10-06 07:09:42,-23.7,133.8833,94.55,40,2,19.57
463,Fairview,US,2022-10-06 07:09:42,40.8126,-73.999,57.81,83,0,6.91
464,Ahuimanu,US,2022-10-06 07:09:43,21.4447,-157.8378,78.51,80,20,0.0
465,Magistralnyy,RU,2022-10-06 07:09:43,56.1725,107.4458,41.41,50,97,2.73
466,Makarov,RU,2022-10-06 07:09:43,48.6333,142.8,43.12,51,32,11.74
467,Carutapera,BR,2022-10-06 07:09:44,-1.195,-46.02,79.68,74,76,11.21
468,Santa Fe,AR,2022-10-06 07:07:07,-31.6333,-60.7,61.02,88,100,8.01
469,Stornoway,GB,2022-10-06 07:09:44,58.2093,-6.3865,50.04,84,40,26.46
470,Skjervoy,NO,2022-10-06 07:09:45,70.0311,20.9714,44.6,84,100,12.97
471,Sorong,ID,2022-10-06 07:09:45,-0.8833,131.25,83.79,74,100,5.14
472,Anqing,CN,2022-10-06 07:09:46,30.5092,117.0506,56.35,88,100,7.81
473,Baruun-Urt,MN,2022-10-06 07:09:46,46.6806,113.2792,48.13,17,2,12.59
474,Valparaiso,CL,2022-10-06 07:09:47,-33.0393,-71.6273,49.64,87,0,5.75
475,Mukhen,RU,2022-10-06 07:09:47,48.1,136.1,42.78,49,54,9.71
476,Deputatskiy,RU,2022-10-06 07:09:47,69.3,139.9,14.95,93,100,6.85
477,Coihaique,CL,2022-10-06 07:09:48,-45.5752,-72.0662,40.95,81,75,5.75
478,Aseri,EE,2022-10-06 07:09:48,59.4506,26.8675,53.89,86,100,16.8
479,Vung Tau,VN,2022-10-06 07:09:49,10.346,107.0843,82.09,77,100,9.98
480,Oussouye,SN,2022-10-06 07:09:49,12.485,-16.5469,77.63,85,12,3.15
481,Port Hardy,CA,2022-10-06 07:09:49,50.6996,-127.4199,56.62,92,100,2.46
482,Hovd,MN,2022-10-06 07:09:50,48.0056,91.6419,54.84,17,84,3.53
483,Matara,LK,2022-10-06 07:09:50,5.9485,80.5353,83.21,70,100,15.7
484,Taltal,CL,2022-10-06 07:09:51,-25.4,-70.4833,59.43,52,0,4.07
485,Sakaiminato,JP,2022-10-06 07:09:51,35.55,133.2333,67.93,60,6,16.49
486,Margate,GB,2022-10-06 07:09:52,51.3813,1.3862,49.87,83,2,3.0
487,San Rafael,AR,2022-10-06 07:09:52,-34.6177,-68.3301,55.26,48,70,6.62
488,Gari,RU,2022-10-06 07:09:52,59.4307,62.3497,43.09,87,100,8.52
489,Sur,OM,2022-10-06 07:09:53,22.5667,59.5289,91.27,38,16,5.64
490,Rosarito,MX,2022-10-06 07:09:53,32.3333,-117.0333,66.94,82,1,2.21
491,Putina,PE,2022-10-06 07:09:54,-15.4667,-69.4333,44.02,38,16,5.26
492,Beisfjord,NO,2022-10-06 07:09:54,68.3751,17.5988,44.65,89,100,6.31
493,Porohy,UA,2022-10-06 07:09:55,48.6876,24.2632,55.9,57,98,4.63
494,Pecos,US,2022-10-06 07:09:55,31.4229,-103.4932,63.86,94,40,0.0
495,Cuamba,MZ,2022-10-06 07:09:55,-14.8031,36.5372,85.86,26,0,6.04
496,Toamasina,MG,2022-10-06 07:09:56,-18.1667,49.3833,74.46,68,73,5.06
497,Veracruz,MX,2022-10-06 07:09:57,19.3333,-96.6667,68.49,98,99,0.89
498,Champerico,GT,2022-10-06 07:09:57,14.3,-91.9167,77.02,86,100,5.03
499,Kismayo,SO,2022-10-06 07:09:57,-0.3582,42.5454,81.39,71,28,14.12
500,Rabo De Peixe,PT,2022-10-06 07:09:58,37.8,-25.5833,68.27,94,20,5.75
501,Severobaykalsk,RU,2022-10-06 07:09:58,55.65,109.3167,32.18,66,90,2.55
502,Vostok,RU,2022-10-06 07:09:59,46.4856,135.8833,38.71,43,100,10.0
503,Moche,PE,2022-10-06 07:10:59,-8.1711,-79.0092,59.18,88,100,8.05
504,Kuala Terengganu,MY,2022-10-06 07:11:00,5.3302,103.1408,84.51,73,100,10.11
505,Banepa,NP,2022-10-06 07:11:00,27.6298,85.5214,62.92,94,100,6.91
506,Kaohsiung,TW,2022-10-06 07:11:01,22.6163,120.3133,89.55,72,75,11.5
507,Kamina,CD,2022-10-06 07:11:01,-8.7386,24.9906,82.13,43,21,3.36
508,Mocuba,MZ,2022-10-06 07:11:02,-16.8392,36.9856,90.36,30,0,5.77
509,Killorglin,IE,2022-10-06 07:11:02,52.1,-9.7833,56.73,90,100,12.84
510,Ulaangom,MN,2022-10-06 07:11:03,49.9811,92.0667,47.37,36,100,7.92
511,Male,MV,2022-10-06 07:07:44,4.1748,73.5089,80.96,79,55,19.66
512,Coquimbo,CL,2022-10-06 07:11:03,-29.9533,-71.3436,51.53,87,0,5.75
513,Sungairaya,ID,2022-10-06 07:11:04,0.7,108.9,85.42,66,88,6.87
514,Hailar,CN,2022-10-06 07:11:04,49.2,119.7,41.67,27,100,11.05
515,Zabaykalsk,RU,2022-10-06 07:11:05,49.6333,117.3167,40.53,32,99,9.73
516,Kropotkin,RU,2022-10-06 07:11:05,45.4375,40.5756,60.51,56,98,3.78
517,Stromness,GB,2022-10-06 07:11:06,58.965,-3.296,51.87,77,15,27.0
518,Paungde,MM,2022-10-06 07:11:06,18.4833,95.5,89.55,66,43,2.37
519,Richards Bay,ZA,2022-10-06 07:11:07,-28.783,32.0377,86.14,46,0,12.66
520,Amuntai,ID,2022-10-06 07:11:07,-2.4177,115.2494,86.85,61,88,2.53
521,Namibe,AO,2022-10-06 07:11:07,-15.1961,12.1522,65.59,79,32,4.25
522,Yorosso,ML,2022-10-06 07:11:08,12.3536,-4.7761,74.98,82,35,4.65
523,Waitara,NZ,2022-10-06 07:11:09,-38.925,174.25,45.5,48,1,7.25
524,Aurillac,FR,2022-10-06 07:11:09,44.9167,2.45,54.68,97,0,4.61
525,Antofagasta,CL,2022-10-06 07:11:10,-23.65,-70.4,56.48,56,0,9.98
526,Grindavik,IS,2022-10-06 07:11:10,63.8424,-22.4338,41.47,87,0,4.61
527,Ballitoville,ZA,2022-10-06 07:11:11,-29.539,31.2144,71.24,76,38,7.78
528,Waddan,LY,2022-10-06 07:11:12,29.1614,16.139,70.68,68,0,8.61
529,Zheleznodorozhnyy,RU,2022-10-06 07:11:12,55.7503,38.0042,48.72,89,100,5.03
530,Yar-Sale,RU,2022-10-06 07:11:12,66.8333,70.8333,39.65,68,100,16.51
531,Waingapu,ID,2022-10-06 07:11:13,-9.6567,120.2641,85.59,68,100,12.59
532,Padre Bernardo,BR,2022-10-06 07:11:13,-15.35,-48.5,72.3,68,37,2.37
533,Homer,US,2022-10-06 07:10:33,59.6425,-151.5483,55.78,81,100,3.44
534,Lermontovka,RU,2022-10-06 07:11:14,47.1453,134.3383,46.2,41,98,8.12
535,Kidal,ML,2022-10-06 07:11:14,18.4411,1.4078,86.95,17,0,12.88
536,Whitehorse,CA,2022-10-06 07:06:15,60.7161,-135.0538,50.31,71,81,11.99
537,Atchison,US,2022-10-06 07:11:15,39.563,-95.1216,60.96,63,0,6.11
538,Mount Gambier,AU,2022-10-06 07:11:15,-37.8333,140.7667,61.12,88,3,6.22
